old_act,old_section,old_section_title,new_act,new_section,new_section_title,mapping_type,notes
IPC,164,(Repealed),BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,165,(Repealed),BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,165A,(Repealed),BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,171I,Failure to keep election accounts,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,216B,"(Repealed) Definition of ""harbour"" in sections 212, 216 and 216A",BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,226,(Repealed) Unlawful return from transportation,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,231,Counterfeiting coin,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,232,Counterfeiting Indian coin,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,236,Abetting in India the counterfeiting out of India of coin,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,238,Import or export of counterfeits of the Indian coin,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,239,Delivery of coin possessed with knowledge that it is counterfeit,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,240,"Delivery of Indian coin, possessed with knowledge that it is counterfeit",BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,241,"Delivery of coin as genuine, which, when first possessed, the deliverer did not know to be counterfeit",BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,247,Fraudulently or dishonestly diminishing weight or altering composition of Indian coin,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,248,Altering appearance of coin with intent that it shall pass as coin of different description,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,249,Altering appearance of Indian coin with intent that it shall pass as coin of different description,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,264,Fraudulent use of false instrument for weighing,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,265,Fraudulent use of false weight or measure,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,266,Being in possession of false weight or measure,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,267,Making or selling false weight or measure,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,309,Attempt to commit suicide,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,310,Thug,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,311,Punishment,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,376DA,Punishment for gang rape on woman under sixteen years of age2,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,377,Unnatural offences,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,379A,Snatching1,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,379B,Punishment for Snatching1,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,444,Lurking house-trespass by night,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,446,House-breaking by night,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,478,(Repealed) Trade Mark,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,480,(Repealed) Using a false trade mark,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,490,(Repealed) Breach of contract of service during voyage or journey,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,492,(Repealed) Breach of contract to serve at distant place to which servant is conveyed at master's expense,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
IPC,497,Adultery,BNS,,,removed,No counterpart listed in the BPRD correspondence table.
CRPC,1,"Short title, extent and commencement",BNSS,1,"title, and",direct,"1: It contains the Act name, Bharatiya Nagarik Suraksha
Sanhita, 2023, and provisions regarding the commencement
date."
CRPC,2,Definitions,BNSS,2,Definitions,direct,"2: Several new subsections, such as 2(1)(a), 2(1)(b), 2(1)(d),
and 2(1)(e), are added, while others, namely 2(f), 2(k), 2(q),
and 2(t) of CrPC, are excluded. Furthermore, certain
subsections are modified. 2(1)(a): Newly added. 2(1)(b): Newly added. 2(1)(c): No change. 2(1)(d): Newly added. 2(1)(e): Newly added. 2(1)(f): No change. 2(1)(g): No change. 2(1)(h): No change except ""Code"" is replaced with ""Sanhita"".
Wherever the word ""Code"" is used in CrPC, the word
""Sanhita"" is used in BNSS, therefore, this fact will not be
specifically mentioned in this table hereinafter. 2(1)(i): Newly added. 2(1)(j): No change. 2(1)(k): No change. 2(1)(l): The term ""Code"" has been substituted with ""Sanhita"".
Explanation that in case of inconsistency provisions of
Special Act shall prevail. 2(1)(m
): No change. 2(1)(n): No change. 2(1)(o): No change. 2(1)(p): No change. 2(1)(q): No change. 2(1)(r): No chang"
CRPC,3,Construction of references,BNSS,3,Construction of references,direct,"3: CrPC sub-sections 3(1) and 3(2) are excluded; clauses (a)
and (b) of sub-section 3(3) are merged and rearranged,
having the same meaning except ""or of the third class,"" and
clauses (c) and (d) of sub-section 3(3) CrPC are also
excluded in BNSS."
CRPC,4,Trial of offences under the Indian Penal Code and other laws,BNSS,4,"Trial of offences under Bharatiya Nyaya Sanhita, 2023 and other laws",direct,4: No change.
CRPC,5,Saving,BNSS,5,Saving,direct,5: No change.
CRPC,6,Classes of Criminal Courts,BNSS,6,Classes of Criminal Courts,direct,"6: Words ""in any Metropolitan area, Metropolitan
Magistrates"" are excluded."
CRPC,7,Territorial divisions,BNSS,7,Territorial divisions,direct,"7: Proviso related to Metropolitan area, excluded."
CRPC,9,Court of Session,BNSS,8,Court of Session,direct,"8: ""Assistant Sessions Judges"" excluded. New subsections (7)
and (8) are added. Under the BNSS, the positions of Judicial
Magistrate of the third class, Metropolitan Magistrate, and
Assistant Session Judges have been abolished, etc.
Consequential amendments have been effected in various
sections, viz. 8, 11, 12, 14, 17, 22, 29, 113, 196, 214, 320,
3 21, 415, 422, and 436 of the BNSS."
CRPC,11,Courts of Judicial Magistrates,BNSS,9,Courts of Judicial Magistrates,direct,"9: The words ""not being a Metropolitan area"" are excluded."
CRPC,12,"Chief Judicial Magistrate and Additional Chief Judicial Magistrate, etc",BNSS,10,"Chief Judicial Magistrate and Additional Chief Judicial Magistrate, etc",direct,10: Ditto.
CRPC,13,Special Judicial Magistrates,BNSS,11,Special Judicial Magistrates,direct,11: Ditto.
CRPC,14,Local Jurisdiction of Judicial Magistrates,BNSS,12,Local Jurisdiction of Judicial Magistrates,direct,"12: The words ""Metropolitan area"" and Chief Metropolitan
Magistrate are excluded."
CRPC,15,Subordination of Judicial Magistrates,BNSS,13,Subordination of Judicial Magistrates,direct,13: No change.
CRPC,20,Executive Magistrates,BNSS,14,Executive Magistrates,direct,"14: The words ""in any Metropolitan area, Metropolitan
Magistrates"" are excluded."
CRPC,21,Special Executive Magistrates,BNSS,15,Special Executive Magistrates,direct,"15: With the new addition, State Government may appoint
police officers of the rank Superintendent of Police or
e quivalent, as Special Executive Magistrates."
CRPC,22,Local Jurisdiction of Executive Magistrates,BNSS,16,Local Jurisdiction of Executive Magistrates,direct,16: No change.
CRPC,23,Subordination of Executive Magistrates,BNSS,17,Subordination of Executive Magistrates,direct,"17: The words ""other than the additional District Magistrate""
are excluded."
CRPC,24,Public Prosecutors,BNSS,18,Public Prosecutors,direct,18: New proviso is added to subsection (1).
CRPC,25,Assistant Public Prosecutors,BNSS,19,Assistant Public Prosecutors,direct,"19: The time line of fourteen days for notice to the state
government for the appointment of Assistant Public
Prosecutor is mentioned. Proviso is reframed but the
meaning is same."
CRPC,25A,Directorate of Prosecution,BNSS,20,Directorate of Prosecution,direct,"20: The new addition subsection (1) (b) regarding establishment
of District Directorate of Prosecution. Subsections (8), (9),
(10) and (11) are also newly added etc."
CRPC,26,Courts by which offences are triable,BNSS,21,Courts by which offences are triable,direct,21: No change.
CRPC,28,Sentences which High Courts and Sessions Judges may pass,BNSS,22,Sentences which High Courts and Sessions Judges may pass,direct,22: Sub Section 28(3) of CrPC is excluded.
CRPC,29,Sentences which Magistrates may pass,BNSS,23,Sentences which Magistrates may pass,direct,"23: Change in amount of fine: ten thousand is replaced by fifty
thousand, and five thousand is replaced by ten thousand.
The explanation of Section 23 defines ""community service.""
S ub-section 29(4) CrPC is excluded."
CRPC,30,Sentence of imprisonment in default of fine,BNSS,24,Sentence of imprisonment in default of fine,direct,24: No change.
CRPC,31,Sentence in cases of conviction of several offences at one trial,BNSS,25,Sentence in cases of conviction of several offences at one trial,direct,"25: Sub section (1) is reframed but the essence is same. In
subsection (2) (a) fourteen years is replaced by twenty
years."
CRPC,32,Mode of conferring powers,BNSS,26,Mode of conferring powers,direct,26: No change.
CRPC,33,Powers of officers appointed,BNSS,27,Powers of officers appointed,direct,27: Ditto.
CRPC,34,Withdrawal of powers,BNSS,28,Withdrawal of powers,direct,28: Ditto.
CRPC,35,Powers of Judges and Magistrates exercisable by their successors-in-office,BNSS,29,Powers of Judges and Magistrates exercisable by their successors-in- office,direct,"29: The words ""Additional or Assistant session Judge"" are
excluded."
CRPC,36,Powers of superior officers of police,BNSS,30,Powers of superior officers of police,direct,30: No change.
CRPC,37,Public when to assist Magistrates and police,BNSS,31,Public when to assist Magistrates and police,direct,"31: The words ""railway, canal, telegraph or"" are excluded
thereby scope of the provision is broadened."
CRPC,38,"Aid to person other than police officer, executing warrant",BNSS,32,"Aid to person, other than police officer, executing warrant",direct,32: No change.
CRPC,39,Public to give information of certain offences,BNSS,33,Public to give information of certain offences,direct,33: Ditto.
CRPC,40,Duty of officers employed in connection with the affairs of a village to make certain report,BNSS,34,Duty of officers employed in connection with affairs of a village to make certain report,direct,"34: In subsection (2) (ii), instead of writing BNS sections
corresponding to IPC sections, the offence punishable for
imprisonment of ten years or more, etc., is mentioned.
."
CRPC,41,When police may arrest without warrant,BNSS,35,When police may arrest without warrant,merged,"35: A new subsection 7 is added: ""No arrest shall be made
without prior permission of an officer not below the rank of
Deputy Superintendent of Police in case of an offence
which is punishable for imprisonment of less than three
years and such person is infirm or is above sixty years of
age."""
CRPC,41A,Notice of appearance before police officer,BNSS,35,When police may arrest without warrant,merged,"35: A new subsection 7 is added: ""No arrest shall be made
without prior permission of an officer not below the rank of
Deputy Superintendent of Police in case of an offence
which is punishable for imprisonment of less than three
years and such person is infirm or is above sixty years of
age."""
CRPC,41B,Procedure of arrest and duties of officer making arrest,BNSS,36,Procedure of arrest and duties of officer making arrest,direct,"36: The words ""any other person"" is added are clause (c)."
CRPC,41C,Control room at districts,BNSS,37,Designated police officer,direct,"37: Sub-sections (2) and (3) of the CrPC are merged in (1) (b),
and provision is given for designating a police officer not
below the rank of Assistant Sub-Inspector for the said
p urpose."
CRPC,41D,Right of arrested person to meet an advocate of his choice during interrogation,BNSS,38,Right of arrested person to meet an advocate of his choice during interrogation,direct,38: No change.
CRPC,42,Arrest on refusal to give name and residence,BNSS,39,Arrest on refusal to give name and residence,direct,"39: The words ""his executing a bond with or without sureties""
are replaced by ""bond or bail bond,"" ."
CRPC,43,Arrest by private person and procedure on such arrest,BNSS,40,Arrest by private person and procedure on such arrest,direct,"40: In subsection (1), without unnecessary delay is further
specified by ""but within six hours from such arrest."" In
subsection (2), ""re-arrest"" is replaced by ""take him in
custody""."
CRPC,44,Arrest by Magistrate,BNSS,41,Arrest by Magistrate,direct,41: No change.
CRPC,45,Protection of members of the Armed Forces from arrest,BNSS,42,Protection of members of Armed Forces from arrest,direct,42: No change.
CRPC,46,Arrest how made,BNSS,43,Arrest how made,direct,"43: A new subsection (3) is added regarding the handcuff of a
habitual or repeat offender or accused who has committed
certain offences mentioned in the sub-section, etc."
CRPC,47,Search of place entered by person sought to be arrested,BNSS,44,Search of place entered by person sought to be arrested,direct,44: No change.
CRPC,48,Pursuit of offenders into other jurisdictions,BNSS,45,Pursuit of offenders into other jurisdictions,direct,45: No change.
CRPC,49,No unnecessary restraint,BNSS,46,No unnecessary restraint,direct,46: No change.
CRPC,50,Person arrested to be informed of grounds of arrest and of right to bail,BNSS,47,Person arrested to be informed of grounds of arrest and of right to bail,direct,47: No change.
CRPC,50A,"Obligation of person making arrest to inform about the arrest to inform about the arrest, etc., to a nominated person",BNSS,48,"Obligation of person making arrest to inform about arrest, etc., to relative or friend",direct,"48: The words ""and also to the designated police officer in the
district"" are added in subsection (1). In subsection (3), the
words ""may be prescribed in this behalf by"" are replaced by
""may, by rules, provide""."
CRPC,51,Search of arrested persons,BNSS,49,Search of arrested person,direct,"49: No Change except the word ""whenever"" is excluded from
clause (ii) of subsection (1)."
CRPC,52,Power to seize offensive weapons,BNSS,50,Power to seize offensive weapons,direct,"50: The words ""immediately after the arrest is made"" are
added."
CRPC,53,Examination of accused by medical practitioner at the request of police officer,BNSS,51,Examination of accused by medical practitioner at request of police officer,direct,"51: From sub-section (1), ""not below the rank of sub-inspector""
is excluded, and subsection (3) is newly added regarding the
forwarding of examination reports without delay by a
medical practitioner to the investigator. In explanation (b),
the ""defined in clause (h) of Section 2 of the Indian Medical
Council Act, 1956 (102 of 1956)"" is replaced by
""recognised under the National Medical Commission Act,
2019 (30 of 2019),"" and ""the National Medical Register"" is
also added as an optional to the State Medical Register."
CRPC,53A,Examination of person accused of rape by medical practitioner,BNSS,52,Examination of person accused of rape by medical practitioner,direct,"52: The words ""police officer not below the rank of Sub-
Inspector"" are replaced by ""any police officer""."
CRPC,54,Examination of arrested person by medical officer,BNSS,53,Examination of arrested person by medical officer,direct,"53: A new proviso added to subsection (1) regarding one more
examination can be done if it is necessary, in the opinion of
the medical practitioner."
CRPC,54A,Identification of person arrested,BNSS,54,Identification of person arrested,direct,"54: The second proviso is excluded as it is already covered
under the first proviso by adding the words ""the
identification process shall be recorded by any audio-video
electronic means.""."
CRPC,55,Procedure when police officer deputes subordinate to arrest without warrant,BNSS,55,Procedure when police officer deputes subordinate to arrest without warrant,direct,55: No change.
CRPC,55A,Health and safety of arrested person,BNSS,56,Health and safety of arrested person,direct,56: No change.
CRPC,56,Person arrested to be taken before Magistrate or officer in charge of police station,BNSS,57,Person arrested to be taken before Magistrate or officer in charge of police station,direct,57: No change.
CRPC,57,Person arrested not to be detained more than twenty-four hours,BNSS,58,Person arrested not to be detained more than twenty-four hours,direct,"58: No change except the words ""whether having jurisdiction or
not"" are added."
CRPC,58,Police to report apprehensions,BNSS,59,Police to report apprehensions,direct,59: No change.
CRPC,59,Discharge of person apprehended,BNSS,60,Discharge of person apprehended,direct,"60: ""Bail"" is replaced with ""bail bond""."
CRPC,60,"Powers, on escape, to pursue and re-take",BNSS,61,"Power, on escape, to pursue and retake",direct,61: No change.
CRPC,60A,Arrest to be made strictly according to the Code,BNSS,62,Arrest to be made strictly according to Sanhita,direct,62: No change.
CRPC,61,Form of summons,BNSS,63,Form of summons,direct,"63: A new clause (ii) ""in an encrypted or any other form of
electronic communication and shall bear the image of the seal
of the Court or digital signature"" is added."
CRPC,62,Summons how served,BNSS,64,Summons how served,direct,"64: Two new provisos regarding electronic communication,
under subsections (1) and (2), are added.
The word ""personally"" is added in sub-section (3)."
CRPC,63,Service of summons on corporate bodies and societies,BNSS,65,"Service of summons on corporate bodies, firms, and societies",direct,"65: In subsection (1), Director and Manager is added.
New subsection (2) regarding service of summons on any
partner of a firm or other association of individuals."
CRPC,64,Service when persons summoned cannot be found,BNSS,66,Service when persons summoned cannot be found,direct,"66: The word ""male"" is excluded to make the provision gender
neutral."
CRPC,65,Procedure when service cannot be effected as before provided,BNSS,67,Procedure when service cannot be effected as before provided,direct,67: No change.
CRPC,66,Service on Government servant,BNSS,68,Service on Government servant,direct,68: No change.
CRPC,67,Service of summons outside local limits,BNSS,69,Service of summons outside local limits,direct,69: No change.
CRPC,68,Proof of service in such cases and when serving officer not present,BNSS,70,Proof of service in such cases and when serving officer not present,direct,"70: A new subsection (3) is added, mentioning that service of
summons through electronic communication shall be
considered duly served, and a copy of such summons shall
be attested and kept as proof of service of summons."
CRPC,69,Service of summons on witness by post,BNSS,71,Service of summons on witness,direct,"71: The words ""by electronic communication or"" are added in
subsection (1). In subsection (2) words ""or on the proof of
delivery of summons under sub-section (3) of section 70 by
electronic communication to the satisfaction of the Court,""
are added."
CRPC,70,Form of warrant of arrest and duration,BNSS,72,Form of warrant of arrest and duration,direct,72: No change.
CRPC,71,Power to direct security to be taken,BNSS,73,Power to direct security to be taken,direct,73: No change.
CRPC,72,Warrants to whom directed,BNSS,74,Warrants to whom directed,direct,74: No change.
CRPC,73,Warrant may be directed to any person,BNSS,75,Warrant may be directed to any person,direct,75: No change.
CRPC,74,Warrant directed to police officer,BNSS,76,Warrant directed to police officer,direct,76: No change.
CRPC,75,Notification of substance of warrant,BNSS,77,Notification of substance of warrant,direct,77: No change.
CRPC,76,Person arrested to be brought before Court without delay,BNSS,78,Person arrested to be brought before Court without delay,direct,78: No change.
CRPC,77,Where warrant may be executed,BNSS,79,Where warrant may be executed,direct,79: No change.
CRPC,78,Warrant forwarded for execution outside jurisdiction,BNSS,80,Warrant forwarded for execution outside jurisdiction,direct,80: No change.
CRPC,79,Warrant directed to police officer for execution outside jurisdiction,BNSS,81,Warrant directed to police officer for execution outside jurisdiction,direct,81: No change.
CRPC,80,Procedure of arrest of person against whom warrant issued,BNSS,82,Procedure on arrest of person against whom warrant issued,direct,"82: New subsection (2) is added regarding information to
designated police officer of the respective district where
arrested person resides."
CRPC,81,Procedure by Magistrate before whom such person arrested is brought,BNSS,83,Procedure by Magistrate before whom such person arrested is brought,direct,"83: The word ""bail"" is replaced by ""bail bond""."
CRPC,82,Proclamation for person absconding,BNSS,84,Proclamation for person absconding,direct,"84: In subsection (4), IPC sections are replaced by punishments
related to corresponding BNS sections. the offence
punishable for imprisonment of ten years or more, etc., is
mentioned."
CRPC,83,Attachment of property of person absconding,BNSS,85,Attachment of property of person absconding,direct,"85: The words ""of property "" is added in clause (b) of
subsection (1)."
CRPC,84,Claims and objections to attachment,BNSS,87,Claims and objections to attachment,direct,87: No change.
CRPC,85,"Release, sale and restoration of attached property",BNSS,88,"Release, sale and restoration of attached property",direct,88: No change.
CRPC,86,Appeal from order rejecting application for restoration of attached property,BNSS,89,Appeal from order rejecting application for restoration of attached property,direct,89: No change.
CRPC,87,"Issue of warrant in lieu of, or in addition to, summons",BNSS,90,"Issue of warrant in lieu of, or in addition to, summons",direct,90: No change.
CRPC,88,Power to take bond for appearance,BNSS,91,Power to take bond or bail bond for appearance,direct,"91: The words ""or bail bond"" are added in heading and words
""bond with or without sureties"" are replaced by ""bond or
bail bond""."
CRPC,89,Arrest on breach of bond for appearance,BNSS,92,Arrest on breach of bond or bail bond for appearance,direct,"92: The words ""or bail bond"" are added."
CRPC,90,Provisions of this Chapter generally applicable to summons and warrants of arrest,BNSS,93,Provisions of this Chapter generally applicable to summons and warrants of arrest,direct,93: No change.
CRPC,91,Summons to produce document or other thing,BNSS,94,Summons to produce document or other thing,direct,"94: Regarding the production of documents, the words
""electronic communication, including communication
devices which is likely to contain digital evidence "" are
added, and the words ""either in physical form or in
electronic form, require"" are related to summoning a person
possessing a document. In subsection (3) (a) corresponding
sections of Indian Evidence Act, 1872 are replaced by the
sections of the Bharatiya Sakshya Adhiniyam, 2023 , word
""telegram is excluded."
CRPC,92,Procedure as to letters and telegrams,BNSS,95,Procedure as to letters,direct,"95: ""telegram"" and ""or telegraph"" words are excluded."
CRPC,93,When search-warrant may be issued,BNSS,96,When search- warrant may be issued,direct,"96: The words ""or telegraph"" are excluded."
CRPC,94,"Search of place suspected to contain stolen property, forged documents, etc",BNSS,97,"Search of place suspected to contain stolen property, forged documents, etc",direct,"97: In clause (a) of subsection (2), ""the Metal Token Act, 1889
(1 of 1889)"" is replaced by ""the Coinage Act, 2011 (11 of
2011)."" BNS sections replace the corresponding ""IPC""
s ections."
CRPC,95,Power to declare certain publications forfeited and to issue search-warrants for the same,BNSS,98,Power to declare certain publications forfeited and to issue search- warrants for same,direct,98: BNS sections replace corresponding IPC Sections.
CRPC,96,Application to High Court to set aside declaration of forfeiture,BNSS,99,Application to High Court to set aside declaration of forfeiture,direct,99: No change.
CRPC,97,Search for persons wrongfully confined,BNSS,100,Search for persons wrongfully confined,direct,100: No change.
CRPC,98,Power to compel restoration of abducted females,BNSS,101,Power to compel restoration of abducted females,direct,"101: The words ""under the age of eighteen years"" and ""husband""
are excluded."
CRPC,99,"Direction, etc., of search-warrants",BNSS,102,"Direction, etc., of search- warrants",direct,102: No change.
CRPC,100,Persons in charge of closed place to allow search,BNSS,103,Persons in charge of closed place to allow search,direct,"103: In subsection (8) BNS sections replaces corresponding IPC
sections."
CRPC,101,Disposal of things found in search beyond jurisdiction,BNSS,104,Disposal of things found in search beyond jurisdiction,direct,104: No change.
CRPC,102,Power of police officer to seize certain property,BNSS,106,Power of police officer to seize certain property,direct,106: No change.
CRPC,103,Magistrate may direct search in his presence,BNSS,108,Magistrate may direct search in his presence,direct,108: No change.
CRPC,104,"Power to impound document, etc., produced",BNSS,109,"Power to impound document, etc., produced",direct,109: No change.
CRPC,105,Reciprocal arrangements regarding processes,BNSS,110,Reciprocal arrangements regarding processes,direct,110: No change.
CRPC,105A,Definitions,BNSS,111,Definitions,direct,111: No change.
CRPC,166A,Letter of request to competent authority for investigation in a country or place outside India,BNSS,112,Letter of request to competent authority for investigation in a country or place outside India,direct,"112: No change except the words ""Notwithstanding anything
contained in this code"" are excluded."
CRPC,166B,Letter of request from a country or place outside India to a Court or an authority for investigation in India,BNSS,113,Letter of request from a country or place outside India to a Court or an authority for investigation in India,direct,"113: No change except the words ""or such Metropolitan
Magistrate"" are excluded."
CRPC,105B,Assistance in securing transfer of persons,BNSS,114,Assistance in securing transfer of persons,direct,"114: No change except the words ""Notwithstanding anything
contained in this code"" are excluded."
CRPC,105C,Assistance in relation to orders of attachment or forfeiture of property,BNSS,115,Assistance in relation to orders of attachment or forfeiture of property,direct,115: No change.
CRPC,105D,Identifying unlawfully acquired property,BNSS,116,Identifying unlawfully acquired property,direct,116: No change.
CRPC,105E,Seizure or attachment of property,BNSS,117,Seizure or attachment of property,direct,117: No change.
CRPC,105F,Management of properties seized or forfeited under this Chapter,BNSS,118,Management of properties seized or forfeited under this Chapter,direct,118: No change.
CRPC,105G,Notice of forfeiture of property,BNSS,119,Notice of forfeiture of property,direct,119: No change.
CRPC,105H,Forfeiture of property in certain cases,BNSS,120,Forfeiture of property in certain cases,direct,"120: In subsection (4),""the Companies Act, 2013 (18 of 2013)
replaces ""the Companies Act, 1956 (1 of 1956)""."
CRPC,105I,Fine in lieu of forfeiture,BNSS,121,Fine in lieu of forfeiture,direct,121: No change.
CRPC,105J,Certain transfers to be null and void,BNSS,122,Certain transfers to be null and void,direct,122: No change.
CRPC,105K,Procedure in respect of letter of request,BNSS,123,Procedure in respect of letter of request,direct,123: No change.
CRPC,105L,Application of this Chapter,BNSS,124,Application of this Chapter,direct,124: No change.
CRPC,106,Security for keeping the peace on conviction,BNSS,125,Security for keeping peace on conviction,direct,125: No change.
CRPC,107,Security for keeping the peace in other cases,BNSS,126,Security for keeping peace in other cases,direct,126: No change.
CRPC,108,Security for good behaviour from persons disseminating seditious matters,BNSS,127,Security for good behaviour from persons disseminating certain matters,direct,127: BNS sections replace corresponding IPC sections.
CRPC,109,Security for good behaviour from suspected persons,BNSS,128,Security for good behaviour from suspected persons,direct,128: No change.
CRPC,110,Security for good behaviour from habitual offenders,BNSS,129,Security for good behaviour from habitual offenders,direct,"129: BNS sections replace the corresponding IPC sections.
Clauses (e) the Protection of Civil Rights Act, 1955; (22 of
1955) and
(g) The Food Safety and Standards Act, 2006 (34 of 2006)
is added newly under subsection (f) (i). ""Bond with
sureties"" are replaced by ""bail bond""."
CRPC,111,Order to be made,BNSS,130,Order to be made,direct,"130: The words ""after considering the sufficiency and fitness of
sureties"" are added."
CRPC,112,Procedure in respect of person present in Court,BNSS,131,Procedure in respect of person present in Court,direct,131: No change.
CRPC,113,Summons or warrant in case of person not so present,BNSS,132,Summons or warrant in case of person not so present,direct,132: No change.
CRPC,114,Copy of order to accompany summons or warrant,BNSS,133,Copy of order to accompany summons or warrant,direct,133: No change.
CRPC,115,Power to dispense with personal attendance,BNSS,134,Power to dispense with personal attendance,direct,"134: ""pleader"" is replaced by ""advocate""."
CRPC,116,Inquiry as to truth of information,BNSS,135,Inquiry as to truth of information,direct,"135: The words ""with or without sureties"" are excluded ""or bail
bond"" is added."
CRPC,117,Order to give security,BNSS,136,Order to give security,direct,136: Ditto.
CRPC,118,Discharge of person informed against,BNSS,137,Discharge of person informed against,direct,137: No change.
CRPC,119,Commencement of period for which security is required,BNSS,138,Commencement of period for which security is required,direct,138: No change.
CRPC,120,Contents of bond,BNSS,139,Contents of bond,direct,"139: ""or bail bond"" is added."
CRPC,121,Power to reject sureties,BNSS,140,Power to reject sureties,direct,"140: ""bond"" is replaced by ""bail bond""."
CRPC,122,Imprisonment in default of security,BNSS,141,Imprisonment in default of security,direct,"141: The words ""with or without sureties"" and ""Assistant
Sessions Judge"" are excluded. ""or bail bond"" is added."
CRPC,123,Power to release persons imprisoned for failing to give security,BNSS,142,Power to release persons imprisoned for failing to give security,direct,142: No change.
CRPC,124,Security for unexpired period of bond,BNSS,143,Security for unexpired period of bond,direct,"143: ""or bail bond"" is added."
CRPC,125,"Order for maintenance of wives, children and parents",BNSS,144,"Order for maintenance of wives, children and parents",direct,"144: ""minor"" is replaced by ""child""."
CRPC,126,Procedure,BNSS,145,Procedure,direct,"145: In subsection (1), clause (d) is added. In subsection (2),
pleader is replaced by ""advocate""."
CRPC,127,Alteration in allowance,BNSS,146,Alteration in allowance,direct,146: No change.
CRPC,128,Enforcement of order of maintenance,BNSS,147,Enforcement of order of maintenance,direct,147: No change.
CRPC,129,Dispersal of assembly by use of civil force,BNSS,148,Dispersal of assembly by use of civil force,direct,148: No change.
CRPC,130,Use of armed forces to disperse assembly,BNSS,149,Use of armed forces to disperse assembly,direct,"149: In subsection (1), the words ""any such assembly"" are
replaced by ""any assembly referred to in sub-section (1) of
section 148,"" and ""Executive Magistrate of the highest
rank"" is replaced by ""District Magistrate or any other
Executive Magistrate authorised by him"". In Subsection 2,
""Magistrate"" is replaced by ""Executive Magistrate""."
CRPC,131,Power of certain armed force officers to disperse assembly,BNSS,150,Power of certain armed force officers to disperse assembly,direct,150: No change.
CRPC,132,Protection against prosecution for acts done under preceding sections,BNSS,151,"Protection against prosecution for acts done under sections 148, 149 and 150",direct,"151: The word ""military"" is replaced by ""army""."
CRPC,133,Conditional order for removal of nuisance,BNSS,152,Conditional order for removal of nuisance,direct,152: No change.
CRPC,134,Service or notification of order,BNSS,153,Service or notification of order,direct,153: No change.
CRPC,135,Person to whom order is addressed to obey or show cause,BNSS,154,Person to whom order is addressed to obey or show cause,direct,"154: In clause (b) the words ""and such appearance or hearing
may be permitted through audio-video conferencing."" are
added."
CRPC,136,Consequences of his failing to do so,BNSS,155,Penalty for failure to comply with section 154,direct,"155: ""such person"" is replaced by ""person against whom an order
is made under section 154 "" and BNS section replaces
corresponding IPC section."
CRPC,137,Procedure where existence of public right is denied,BNSS,156,Procedure where existence of public right is denied,direct,156: No change.
CRPC,138,Procedure where he appears to show cause,BNSS,157,Procedure where person against whom order is made under section 152 appears to show cause,direct,"157: New proviso regarding completion of proceedings is added
thereby a timeline is stipulated for the purpose."
CRPC,139,Power of Magistrate to direct local investigation and examination of an expert,BNSS,158,Power of Magistrate to direct local investigation and examination of an expert,direct,158: No change.
CRPC,140,"Power of Magistrate to furnish written instructions, etc",BNSS,159,"Power of Magistrate to furnish written instructions, etc",direct,159: No change.
CRPC,141,Procedure on order being made absolute and consequences of disobedience,BNSS,160,Procedure on order being made absolute and consequences of disobedience,direct,160: No change.
CRPC,142,Injunction pending inquiry,BNSS,161,Injunction pending inquiry,direct,161: No change.
